names,links,addresses,longitude,latitude,price,type,isHealthy,new_pred,health_color
Sherman Cafe,/restaurants/sherman-cafe/,257 Washington St,42.379695,-71.09686,$$,cafes-coffeehouses,0,0.506,green
Shiki,/restaurants/shiki/,9 Babcock St,42.343368,-71.123353,$$$,"japanese', 'sushi', 'local-organic",1,0.658,green
Shinkansen,/restaurants/shinkansen/,84 Massachusetts Ave,42.359083,-71.094761,$$,"japanese', 'sushi', 'teahouses', 'smoothies-juice-bar",0,0.048,yellow
Shojo,/restaurants/shojo/,9A Tyler St,42.35149,-71.060733,$$$,"asian-fusion', 'cocktails",0,0.066,yellow
Siam Bistro,/restaurants/siam-bistro/,151 Pearl St,42.354903,-71.053882,$$,thai,0,0.128,yellow
Sichuan Garden,/restaurants/sichuan-garden/,295 Washington St,42.333242,-71.119788,$$,chinese,0,0.074,yellow
Sichuan Gourmet,/restaurants/sichuan-gourmet/,1004 Beacon St,42.346212,-71.107033,$$,chinese,0,0.016,red
SideBar,/restaurants/sidebar/,14 Bromfield St,42.356612,-71.060033,$$,bar-food,0,0.1,yellow
SideBar & Grill,/restaurants/sidebar-grill/,39 Dalton St,42.34609,-71.083669,$$$$,"american-traditional', 'bar-food",0,0.028,red
Sidney's Grille,/restaurants/sidneys-grille/,20 Sidney St,42.36243,-71.100463,$$$$,"american-new', 'american-traditional",0,0.098,yellow
Silvertone Bar & Grill,/restaurants/silvertone-bar-grill/,69 Bromfield St,42.356832,-71.061082,$$$,"american-traditional', 'bar-food', 'cocktails",0,0.066,yellow
Simon's Coffee Shop,/restaurants/simons-coffee-shop/,1736 Massachusetts Ave,42.383796,-71.119497,$,"cafes-coffeehouses', 'sandwiches",1,0.772,green
Simpli Bar & Bites,/restaurants/simpli-bar-bites/,3840 Washington St,42.297024,-71.11665,$,other,0,0.46,green
Sip,/restaurants/sip/,581 Washington St,42.353362,-71.062512,$$$$,"american-new', 'small-plates-tapas', 'wine-bar",0,0.122,yellow
Sip Cafe,/restaurants/sip-cafe/,185 Franklin St,42.355761,-71.055204,$,sandwiches,1,0.424,green
Sissy K's,/restaurants/sissy-ks/,6 Commercial St,42.359489,-71.053824,$$,"american-traditional', 'bar-food",0,0.114,yellow
Skampa,/restaurants/skampa/,424 Cambridge St,42.37151,-71.083505,$,"sandwiches', 'seafood', 'pizza",0,0.114,yellow
Slate Bar & Grill,/restaurants/slate-bar-grill/,109 High St,42.354813,-71.054378,$$$,"american-new', 'pizza",0,0.052,yellow
Sleeper Street Cafe,/restaurants/sleeper-street-cafe/,51 Sleeper St,42.352806,-71.049415,$$,"sandwiches', 'soups', 'salads', 'cafes-coffeehouses",1,0.844,green
Smile Thai Noodles,/restaurants/smile-thai-noodles/,1095 Commonwealth Ave,42.349296,-71.088951,$,thai,0,0.046,red
Smith & Wollensky,/restaurants/smith-wollensky/,101 Arlington St,42.349652,-71.070138,$$$$$,steakhouses,0,0.042,red
Smith & Wollensky,/restaurants/smith-wollensky-2/,294 Congress St,42.35274,-71.052579,$$$$$,steakhouses,0,0.03,red
Smoothie King,/restaurants/smoothie-king/,314 Newbury St,42.348749,-71.085393,$,smoothies-juice-bar,0,0.102,yellow
Snappy Ramen,/restaurants/snappy-ramen/,420 Highland Ave,42.396044,-71.121345,$$,"japanese', 'noodle-shops",0,0.076,yellow
Snappy Sushi,/restaurants/snappy-sushi/,108 Newbury St,42.351315,-71.075702,$$,sushi,0,0.04,red
Society on High,/restaurants/society-on-high/,99 High St,42.354541,-71.054717,$$$$$,american-new,0,0.014,red
Sofa Cafe,/restaurants/sofa-cafe/,217 Newbury St,42.350155,-71.08138,$$,cafes-coffeehouses,0,0.078,yellow
Sofra,/restaurants/sofra/,1 Belmont St,42.374796,-71.150497,$,"turkish', 'bakeries",0,0.232,yellow
Sol Azteca,/restaurants/sol-azteca/,914 Beacon St,42.346335,-71.106355,$$$,mexican,0,0.078,yellow
Sola Cafe,/restaurants/sola-cafe/,350 Massachusetts Ave,42.362468,-71.099644,$,sandwiches,1,0.62,green
Solas Irish Pub,/restaurants/solas-irish-pub/,710 Boylston St,42.349409,-71.080119,$$,"bar-food', 'irish",0,0.054,yellow
Sonsie,/restaurants/sonsie/,327 Newbury St,42.348667,-71.086257,$$$$$,"american-new', 'eclectic-international",0,0.088,yellow
Sorella's,/restaurants/sorellas/,388 Centre St,42.321997,-71.110196,$$,"diners-coffee-shops', 'sandwiches",1,0.73,green
Sorelle,/restaurants/sorelle-2/,1 Monument Ave,42.373797,-71.062895,$,"sandwiches', 'cafes-coffeehouses', 'bakeries",1,0.92,green
Sorelle,/restaurants/sorelle-3/,282 Congress St,42.353067,-71.053251,$,"cafes-coffeehouses', 'bakeries', 'sandwiches",1,0.708,green
Sorelle,/restaurants/sorelle/,100 City Sq,42.371902,-71.06121,$,"bakeries', 'sandwiches', 'cafes-coffeehouses",1,0.952,green
Sorellina,/restaurants/sorellina/,1 Huntington Ave,42.349197,-71.077095,$$$$$,italian,0,0.036,red
Soul Fire Barbecue,/restaurants/soul-fire-barbecue/,182 Harvard Ave,42.351006,-71.13134,$$,barbecue,0,0.094,yellow
SoulFire,/restaurants/soulfire/,737 Huntington Ave,42.334004,-71.105429,$$,"barbecue', 'southern-soul",0,0.224,yellow
Souper Roll Up Cafe,/restaurants/souper-roll-up-cafe/,726 Cambridge St,42.372197,-71.089134,$$,"sandwiches', 'soups', 'cafes-coffeehouses",1,0.888,green
Souper Salad,/restaurants/souper-salad/,209 Berkeley St,42.350641,-71.072774,$$,"soups', 'sandwiches",1,0.84,green
Souper Salad,/restaurants/souper-salad-3/,364 Brookline Ave,42.338405,-71.107988,$$,"soups', 'sandwiches",1,0.426,green
South End Buttery,/restaurants/south-end-buttery-2/,37 Clarendon St,42.345434,-71.072552,$$,"american-traditional', 'bakeries",0,0.55,green
South End Buttery,/restaurants/south-end-buttery/,314 Shawmut Ave,42.342097,-71.070895,$$,"american-new', 'desserts', 'cafes-coffeehouses",0,0.146,yellow
South End Pita,/restaurants/south-end-pita/,473 Albany St,42.33923,-71.065495,$,middle-eastern,0,0.132,yellow
South End Pizza & Grill,/restaurants/south-end-house-of-pizza/,772 Tremont St,42.339697,-71.079795,$$$,"pizza', 'american-traditional', 'bar-food', 'wings",0,0.122,yellow
South Street Diner,/restaurants/south-street-diner/,178 Kneeland St,42.349626,-71.057764,$$,diners-coffee-shops,0,0.128,yellow
Spa Cafe,/restaurants/spa-cafe/,776 Boylston St,42.348897,-71.081995,$$$$$,health-food,1,0.734,green
Spice & Rice,/restaurants/spice-rice/,1172 Cambridge St,42.373178,-71.09721,$$,"thai', 'japanese', 'korean', 'sushi",0,0.288,green
Spice Thai Cuisine,/restaurants/spice-thai-cuisine/,24 Holyoke St,42.371996,-71.118697,$$,thai,0,0.05,yellow
Spike's Junkyard Dogs,/restaurants/spikes-junkyard-dogs-2/,108 Brighton Ave,42.352812,-71.130518,$,"hot-dogs', 'burgers', 'sandwiches', 'wings",1,0.354,green
Spirit of Boston,/restaurants/spirit-of-boston/,"200 Seaport Blvd, Ste 75",42.349483,-71.040687,$$$$$,american-traditional,0,0.126,yellow
Splash,/restaurants/splash/,150 Kneeland St,42.349804,-71.058677,$$$,"american-traditional', 'burgers', 'small-plates-tapas', 'cocktails",0,0.148,yellow
Spoke Wine Bar,/restaurants/spoke-wine-bar/,89 Holland St,42.39905,-71.124278,$$$,"wine-bar', 'american-new', 'small-plates-tapas",0,0.162,yellow
Sportello,/restaurants/sportello/,348 Congress St,42.352472,-71.052299,$$$$$,"italian', 'bakeries",0,0.108,yellow
Sports Grill Boston,/restaurants/sports-grill-boston/,132 Canal St,42.364788,-71.060623,$,"pizza', 'bar-food",0,0.058,yellow
Squeaky Beaker Cafe,/restaurants/squeaky-beaker-cafe/,675 W Kendall St,42.36464,-71.081961,$$,"cafes-coffeehouses', 'sandwiches",1,0.698,green
Stadium,/restaurants/stadium/,148 State St,42.359486,-71.054191,$$,"american-traditional', 'bar-food",0,0.096,yellow
State Park,/restaurants/state-park/,1 Kendall Sq,42.367791,-71.089723,$$,"bar-food', 'cocktails",0,0.066,yellow
Station 10 Cafe,/restaurants/station-10-cafe/,1199 Tremont St,42.333407,-71.091512,$,"cafes-coffeehouses', 'diners-coffee-shops', 'sandwiches",1,0.216,yellow
Statler Lounge,/restaurants/statler-lounge/,64 Arlington St,42.350466,-71.070437,$$$$,"american-traditional', 'small-plates-tapas",0,0.12,yellow
Stella,/restaurants/stella/,1525 Washington St,42.339599,-71.072397,$$$$$,"italian', 'pizza', 'cocktails",0,0.044,red
Stella Cafe,/restaurants/stella-cafe/,1515 Washington St,42.339706,-71.072218,$$$,"italian', 'pizza",0,0.104,yellow
Stephanie's on Newbury,/restaurants/stephanies-on-newbury/,190 Newbury St,42.350311,-71.08007,$$$$$,"american-new', 'new-england', 'cocktails",0,0.112,yellow
Stephi's in Southie,/restaurants/stephis-in-southie/,130 Dorchester Ave,42.342938,-71.05709,$$$,american-new,0,0.038,red
Stephi's On Tremont,/restaurants/stephis-on-tremont/,571 Tremont St,42.343464,-71.072559,$$$$,"american-traditional', 'new-england', 'cocktails",0,0.108,yellow
Sterling's,/restaurants/sterlings/,60 State St,42.358948,-71.05637,$$$$,american-new,0,0.036,red
Steve's Greek Cuisine,/restaurants/steves-greek-cuisine-2/,1 Faneuil Hall Sq,42.361224,-71.054635,$$,"greek', 'diners-coffee-shops",0,0.21,yellow
Steve's Kitchen,/restaurants/steves-kitchen/,120 Harvard Ave,42.352455,-71.132174,$,"diners-coffee-shops', 'sandwiches",1,0.82,green
Stoddard's Fine Food & Ale,/restaurants/stoddards-fine-food-ale/,48 Temple Pl,42.355081,-71.061752,$$$$,"american-new', 'local-organic', 'gastropub', 'cocktails",1,0.718,green
Stoked,/restaurants/stoked/,Location Varies,42.349292,-71.075012,$$,pizza,0,0.04,red
Stone Hearth Pizza,/restaurants/stone-hearth-pizza/,1782 Massachusetts Ave,42.385578,-71.11937,$$,"pizza', 'italian', 'local-organic",0,0.078,yellow
Stone Hearth Pizza,/restaurants/stone-hearth-pizza-2/,182 Western Ave,42.362931,-71.129494,$$,"pizza', 'italian', 'local-organic",0,0.156,yellow
Storyville,/restaurants/storyville/,90 Exeter St,42.348376,-71.078948,$$$,"american-new', 'cocktails",0,0.036,red
Strega Waterfront,/restaurants/strega-waterfront/,1 Marina Park Dr,42.352998,-71.044856,$$$$$,"italian', 'cocktails",0,0.03,red
Study,/restaurants/study/,73 Ames St,42.289564,-71.0848,$$$$,"american-new', 'small-plates-tapas",0,0.036,red
Stuffed Sandwiches,/restaurants/stuffed-sandwiches/,Location Varies,42.339523,-71.0879,$$,sandwiches,1,0.686,green
Style Cafe,/restaurants/style-cafe/,197 8th St,42.374212,-71.052113,$,"american-traditional', 'sandwiches",1,0.85,green
Sub City,/restaurants/sub-city/,42 Beach St,42.351303,-71.061458,$,"vietnamese', 'sandwiches",1,0.694,green
Subs Express,/restaurants/subs-express/,1923 Massachusetts Ave,42.389196,-71.119797,$,"pizza', 'sandwiches",0,0.45,green
Sugar & Spice,/restaurants/sugar-spice/,1933 Massachusetts Ave,42.389396,-71.119897,$$$,thai,0,0.148,yellow
Suishaya,/restaurants/suishaya/,2 Tyler St,42.351197,-71.060795,$$$,"japanese', 'sushi",0,0.044,red
Sultan's Kitchen Express,/restaurants/sultans-kitchen-express/,116 State St,42.359206,-71.054885,$$,middle-eastern,0,0.068,yellow
Summer Shack,/restaurants/summer-shack/,149 Alewife Brook Pkwy,42.395042,-71.140671,$$,"seafood', 'new-england",0,0.13,yellow
Sunrise Chinese Food,/restaurants/sunrise-chinese-food/,1031 Tremont St,42.33653,-71.085533,$$,chinese,0,0.07,yellow
Sunset Cafe,/restaurants/sunset-cafe/,851 Cambridge St,42.372478,-71.091202,$$$,mediterranean,0,0.068,yellow
Sunset Cantina,/restaurants/sunset-cantina/,916 Commonwealth Ave,42.351599,-71.116948,$$$,"mexican', 'southwestern', 'barbecue",0,0.066,yellow
Sunset Grill & Tap,/restaurants/sunset-grill-tap/,130 Brighton Ave,42.35294,-71.131644,$$$,"american-traditional', 'southwestern', 'mexican",0,0.12,yellow
Super Fry,/restaurants/super-fry/,1041 Tremont St,42.336576,-71.08577,$,other,0,0.042,red
Super Fusion,/restaurants/super-fusion/,690A Washington St,42.338626,-71.134157,$$$,"japanese', 'sushi",0,0.074,yellow
Super Fusion,/restaurants/super-fusion-2/,1759 Massachusetts Ave,42.385219,-71.119144,$$$,"japanese', 'sushi",0,0.098,yellow
Supreme Pizza,/restaurants/supreme-pizza/,177B Massachusetts Ave,42.345843,-71.08725,$,"pizza', 'sandwiches",0,0.064,yellow
Susan's Deli Of Course,/restaurants/susans-deli-of-course/,695 Atlantic Ave,42.35124,-71.056366,$,"delis', 'sandwiches",1,0.858,green
Sushi Express,/restaurants/sushi-express/,1038 Beacon St,42.345689,-71.108628,$$,"japanese', 'sushi",0,0.04,red
Sushi Station,/restaurants/sushi-station/,1562 Tremont St,42.332947,-71.101629,$$,"japanese', 'sushi",0,0.042,red
Sushi Teq,/restaurants/sushi-teq/,510 Atlantic Ave,42.354168,-71.052339,$$$$,"sushi', 'japanese', 'cocktails",0,0.158,yellow
Sushiemon,/restaurants/sushiemon/,201 Massachusetts Ave,42.345123,-71.087012,$$$,"japanese', 'sushi', 'vegetarian-friendly",1,0.698,green
Sweet,/restaurants/sweet-2/,0 Brattle St,42.373297,-71.119498,$,"desserts', 'bakeries",0,0.028,red
Sweet,/restaurants/sweet-3/,225 Newbury St,42.349854,-71.081414,$,"desserts', 'bakeries",0,0.008,red
Sweet,/restaurants/sweet/,49 Massachusetts Ave,42.349778,-71.089143,$,"desserts', 'bakeries",0,0.006,red
Sweet,/restaurants/sweet-4/,11 School St,42.357581,-71.058726,$,"desserts', 'bakeries",0,0.008,red
Sweet Caroline's,/restaurants/sweet-carolines/,1260 Boylston St,42.345065,-71.095871,$$$,"american-traditional', 'bar-food",0,0.118,yellow
Sweet Cheeks,/restaurants/sweet-cheeks/,1381 Boylston St,42.343904,-71.10064,$$$$,"barbecue', 'southern-soul",0,0.06,yellow
Sweet N Nasty,/restaurants/sweet-n-nasty/,90A Massachusetts Ave,42.348639,-71.0882,$$,"bakeries', 'desserts",0,0.014,red
Sweet Pepper,/restaurants/sweet-pepper/,559 Washington St,42.349859,-71.164337,$$,"thai', 'asian-fusion",0,0.104,yellow
Sweet Tomatoes Pizza Truck,/restaurants/sweet-tomatoes-pizza-truck/,Location Varies,42.353068,-71.076519,$,pizza,0,0.084,yellow
Sweet Touch,/restaurants/sweet-touch/,241 Cambridge St,42.371109,-71.080292,$,"sandwiches', 'american-traditional",1,0.836,green
Sweetgreen,/restaurants/sweetgreen-2/,372 Congress St,42.355255,-71.055297,$$,"salads', 'vegetarian-friendly', 'vegan', 'local-organic",1,0.896,green
Sweetgreen,/restaurants/sweetgreen/,659 Boylston St,42.349924,-71.078594,$$,"salads', 'vegetarian-friendly', 'vegan', 'local-organic",1,0.868,green
Sweetwater Tavern,/restaurants/sweet-water-cafe/,3 Boylston Pl,42.351796,-71.065993,$$,"american-traditional', 'sandwiches', 'burgers', 'bar-food",1,0.142,yellow
Swish Shabu,/restaurants/swish-shabu/,84-86 Peterborough St,42.343146,-71.09887,$$$,"japanese', 'soups', 'sushi",0,0.058,yellow
Swissbakers Bakery and Cafe,/restaurants/swissbakers-bakery-and-cafe/,168 Western Ave,42.362916,-71.127984,$$,"bakeries', 'swiss', 'sandwiches",1,0.794,green
Symphony Sushi,/restaurants/symphony-sushi/,45 Gainsborough St,42.341489,-71.086818,$$$,"japanese', 'sushi",0,0.004,red
T's Pub,/restaurants/ts-pub/,973 Commonwealth Ave,42.351576,-71.119842,$,"bar-food', 'pizza', 'burgers",0,0.16,yellow
T. Anthony's Pizzeria & Restaurant,/restaurants/t-anthony-pizza/,1016 Commonwealth Ave,42.351779,-71.121562,$$,"pizza', 'sandwiches",0,0.104,yellow
T.G.I. Friday's,/restaurants/tgi-fridays-2/,1626 Tremont St,42.333595,-71.103178,$$$,american-traditional,0,0.24,green
T.W. Food,/restaurants/tw-food/,377 Walden St,42.383571,-71.134347,$$$$$,american-new,0,0.086,yellow
Taam China Restaurant,/restaurants/taam-china-restaurant/,423 Harvard St,42.345497,-71.127497,$$$,"chinese', 'kosher",0,0.052,yellow
Taberna De Haro,/restaurants/taberna-de-haro/,999 Beacon St,42.346097,-71.106996,$$$$,"spanish', 'small-plates-tapas",0,0.034,red
Taco Mex,/restaurants/taco-mex/,65-67 Maverick Sq,42.369752,-71.039252,$,"mexican', 'south-american",0,0.11,yellow
Taco Party,/restaurants/taco-party/,Location Varies,42.353068,-71.076519,$,"mexican', 'vegan', 'vegetarian-friendly",1,0.664,green
Tacomania,/restaurants/tacomania/,244 Meridian St,42.376348,-71.039183,$$,mexican,0,0.032,red
Taipei Tokyo,/restaurants/taipei-tokyo/,7 Holland St,42.396963,-71.123114,$$,"japanese', 'sushi', 'chinese",0,0.188,yellow
Taiwan Cafe,/restaurants/taiwan-cafe/,34 Oxford St,42.351936,-71.0607,$$,chinese,0,0.156,yellow
Takemura,/restaurants/takemura/,18 Eliot St,42.372272,-71.122175,$$$,"japanese', 'sushi",0,0.184,yellow
Takusan Sushi,/restaurants/takusan-sushi/,1223 Beacon St,42.343132,-71.116893,$$$$,"japanese', 'sushi",0,0.024,red
Tamo Bar,/restaurants/tamo-bar/,1 Seaport Ln,42.349843,-71.041602,$$$,"eclectic-international', 'gastropub', 'bar-food', 'cocktails",0,0.038,red
Tampopo,/restaurants/tampopo/,1815 Massachusetts Ave,42.386196,-71.119297,$$,japanese,0,0.028,red
Tangierino,/restaurants/tangierino/,73 Main St,42.373826,-71.062765,$$$,"moroccan', 'small-plates-tapas",0,0.038,red
Tanjore,/restaurants/tanjore/,18 Eliot St,42.372272,-71.122175,$$$,indian,0,0.206,yellow
Tantric Bar & Grill,/restaurants/tantric-bar-grill/,123 Stuart St,42.351014,-71.066108,$$$,indian,0,0.226,yellow
Tapeo,/restaurants/tapeo/,266 Newbury St,42.349369,-71.083543,$$$$,"spanish', 'small-plates-tapas",0,0.024,red
Taqueria El Carrizal,/restaurants/el-taqueria-carrizal/,254 Brighton Ave,42.3532,-71.1365,$$,"mexican', 'central-american",0,0.108,yellow
Taqueria Jalisco,/restaurants/taqueria-jalisco/,291 Bennington St,42.378852,-71.028266,$$,mexican,0,0.104,yellow
Taranta Cucina Meridonale,/restaurants/taranta-cucina-meridonale/,210 Hanover St,42.363011,-71.0557,$$$$,italian,0,0.026,red
Tasca Spanish Tapas,/restaurants/tasca-spanish-tapas/,1612 Commonwealth Ave,42.343444,-71.143044,$$$,"spanish', 'small-plates-tapas",0,0.076,yellow
Taste Of The Town,/restaurants/taste-of-the-town-3/,125 Summer St,42.353235,-71.057458,$,"delis', 'sandwiches', 'soups",1,0.842,green
Tasty Burger,/restaurants/tasty-burger-2/,40 JFK St,42.372565,-71.120042,$,burgers,0,0.064,yellow
Tasty Burger,/restaurants/tasty-burger/,1301 Boylston St,42.344466,-71.098173,$,"burgers', 'american-traditional",0,0.04,red
Tatte Bakery & Cafe,/restaurants/tatte-bakery-cafe/,318 3rd St,42.364724,-71.082947,$$$,"bakeries', 'desserts', 'mediterranean', 'cafes-coffeehouses",0,0.142,yellow
Tatte Bakery & Cafe,/restaurants/tatte-bakery-cafe-2/,101 Main St,42.362239,-71.081631,$$$,"bakeries', 'desserts', 'mediterranean', 'cafes-coffeehouses",0,0.156,yellow
Tatte Bakery & Cafe,/restaurants/tatte-bakery-cafe-1/,205 Broadway St,42.36627,-71.093136,$$$,"bakeries', 'desserts', 'mediterranean', 'cafes-coffeehouses",0,0.156,yellow
Tatte Fine Cookies & Cakes,/restaurants/tatte-fine-cookies-cakes/,1003 Beacon St,42.346076,-71.107082,$,desserts,0,0.028,red
Tavern At The End of the World,/restaurants/tavern-at-the-end-of-the-world/,108 Cambridge St,42.382556,-71.078687,$$,"bar-food', 'irish', 'cocktails",0,0.212,yellow
Tavern in the Square,/restaurants/tavern-in-the-square-4/,161 Brighton Ave,42.353135,-71.132682,$$$,"american-traditional', 'bar-food', 'wings",0,0.074,yellow
Tavern in the Square,/restaurants/tavern-in-the-square-5/,640 Atlantic Ave,42.352492,-71.055486,$$$,"bar-food', 'sandwiches",1,0.798,green
Tavern in the Square,/restaurants/tavern-in-the-square-3/,730 Massachusetts Ave,42.366243,-71.105327,$$$,"american-traditional', 'wings",0,0.172,yellow
Tavern in the Square,/restaurants/tavern-in-the-square/,1815 Massachusetts Ave,42.386196,-71.119297,$$$,"american-traditional', 'wings",0,0.152,yellow
Tavern in the Square,/restaurants/tavern-in-the-square-6/,120 Beverly St,42.365774,-71.060008,$$,"bar-food', 'pizza",0,0.176,yellow
Tavern Road,/restaurants/tavern-road/,343 Congress St,42.350552,-71.049426,$$$,"american-new', 'gastropub', 'cocktails",0,0.096,yellow
Tea Station,/restaurants/tea-station/,Location Varies,42.345688,-71.082243,$,teahouses,0,0.056,yellow
Tea-Do,/restaurants/tea-do/,8 Tyler St,42.351097,-71.060505,$,"teahouses', 'asian-other', 'japanese",0,0.166,yellow
Tealosophy,/restaurants/tealosophy/,3 N Beacon St,42.353769,-71.137503,$,"teahouses', 'smoothies-juice-bar', 'chinese",0,0.182,yellow
Tealuxe,/restaurants/tealuxe-2/,1 Brattle St,42.373297,-71.119498,$,cafes-coffeehouses,0,0.09,yellow
Teatro,/restaurants/teatro/,177 Tremont St,42.353057,-71.064261,$$$$,italian,0,0.038,red
Technique,/restaurants/technique/,215 1st St,42.36427,-71.078705,$$$,"american-traditional', 'new-england",0,0.138,yellow
Temazcal Tequila Cantina,/restaurants/temazcal-tequila-cantina/,250 Northern Ave,42.348803,-71.039057,$$$$,"mexican', 'nuevo-latino",0,0.056,yellow
Temple Bar,/restaurants/temple-bar/,1688 Massachusetts Ave,42.382196,-71.119697,$$$$,"american-new', 'bistro', 'cocktails",0,0.07,yellow
Temptations Cafe,/restaurants/temptations-cafe-2/,1350 Beacon St,42.3419,-71.122621,$$,"sandwiches', 'eclectic-international', 'cafes-coffeehouses",1,0.958,green
Temptations Cafe,/restaurants/temptations-cafe/,1038 Beacon St,42.345689,-71.108628,$$,"sandwiches', 'eclectic-international', 'cafes-coffeehouses",1,0.948,green
Temptations Cafe,/restaurants/temptations-cafe-3/,313 Huntington Ave,42.341001,-71.087574,$$,"sandwiches', 'eclectic-international', 'cafes-coffeehouses",1,0.894,green
Ten Tables,/restaurants/ten-tables-2/,5 Craigie Circle,42.37872,-71.127305,$$$$,"american-new', 'wild-game', 'local-organic",1,0.178,yellow
Ten Tables,/restaurants/ten-tables/,597 Centre St,42.31503,-71.114196,$$$$,"american-new', 'gastropub', 'small-plates-tapas', 'local-organic', 'cocktails",1,0.688,green
Tenoch,/restaurants/tenoch/,3 Lewis St,42.437774,-71.451111,$,mexican,0,0.262,green
Teranga,/restaurants/teranga/,1746 Washington St,42.336517,-71.077131,$$$,african,0,0.074,yellow
Teri-Yummy,/restaurants/teri-yummy/,Location Varies,42.31415,-71.102583,$$,japanese,0,0.026,red
Teriyaki Cafe,/restaurants/teriyaki-cafe/,3 Cambridge Center,42.364714,-71.088504,$,"japanese', 'sandwiches', 'cheesesteaks",1,0.684,green
Teriyaki House,/restaurants/teriyaki-house/,1110 Boylston St,42.348897,-71.081995,$$,"japanese', 'sushi', 'chinese",0,0.028,red
Terramia Ristorante,/restaurants/terramia-ristorante/,98 Salem St,42.364197,-71.055795,$$$$,italian,0,0.034,red
Thai Accent Downtown Crossing,/restaurants/thai-accent-downtown-crossing/,417 Washington St,42.355691,-71.060291,$,thai,0,0.05,yellow
Thai Basil,/restaurants/thai-basil/,132 Newbury St,42.351078,-71.077278,$$$,thai,0,0.04,red
Thai Dish,/restaurants/thai-dish/,636 Beacon St,42.349424,-71.083351,$$,thai,0,0.048,yellow
Thai Hut,/restaurants/thai-hut/,93 Beacon St,42.377327,-71.104886,$$,"thai', 'vegetarian-friendly",1,0.676,green
Thai Place,/restaurants/thai-place/,184 Brighton Ave,42.35316,-71.133822,$$,thai,0,0.126,yellow
Thaitation,/restaurants/thaitation/,129 Jersey St,42.34254,-71.097153,$$$,thai,0,0.11,yellow
The Abbey,/restaurants/the-abbey/,1755 Massachusetts Ave,42.385078,-71.119284,$$$$,"american-new', 'gastropub",0,0.062,yellow
The Alley Bar at Rowes Wharf,/restaurants/the-alley-bar-at-rowes-wharf/,70 Rowes Wharf,42.356188,-71.05037,$$$,"gastropub', 'cocktails', 'bar-food",0,0.062,yellow
The Asgard,/restaurants/the-asgard/,350 Massachusetts Ave,42.362787,-71.099416,$$$,"irish', 'american-traditional', 'bar-food",0,0.022,red
The Avenue,/restaurants/the-avenue/,1249 Commonwealth Ave,42.350889,-71.13186,$,bar-food,0,0.082,yellow
The Bacon Truck,/restaurants/the-bacon-truck/,Location Varies,42.342598,-71.065443,$,sandwiches,1,0.812,green
The Bell In Hand,/restaurants/the-bell-in-hand/,44-55 Union St,42.361297,-71.057595,$$,bar-food,0,0.106,yellow
The Best Little Restaurant,/restaurants/the-best-little-restaurant/,13A Hudson St,42.350779,-71.060332,$,chinese,0,0.016,red
The Best Sausage Co.,/restaurants/the-best-sausage-co/,80 Brookline Ave,42.346429,-71.098965,$$,"pizza', 'hot-dogs",0,0.024,red
The Black Sheep,/restaurants/the-black-sheep/,350 Main St,42.362516,-71.087609,$$$,american-traditional,0,0.092,yellow
The Bleacher Bar,/restaurants/the-bleacher-bar/,82A Lansdowne St,42.347097,-71.098196,$$$,"sandwiches', 'delis",1,0.784,green
The Blue Frog Bakery,/restaurants/the-blue-frog-bakery/,3 Green St,42.31307,-71.113698,$,"bakeries', 'cafes-coffeehouses', 'desserts",0,0.04,red
The Blue Room,/restaurants/the-blue-room/,1 Kendall Sq,42.365422,-71.090951,$$$$,"american-new', 'cocktails",0,0.058,yellow
The Boathouse,/restaurants/the-boathouse/,49 Mt Auburn St,42.371348,-71.116817,$$,"american-traditional', 'irish', 'bar-food",0,0.054,yellow
The Boyne,/restaurants/the-boyne/,458 Western Ave,42.361987,-71.142234,$$,"irish', 'bar-food",0,0.164,yellow
The Brahmin,/restaurants/the-brahmin/,33 Stanhope St,42.348208,-71.073446,$$$,"american-new', 'small-plates-tapas', 'cocktails",0,0.02,red
The Breakfast Club,/restaurants/breakfast-club/,270 Western Ave,42.363415,-71.13352,$$,american-traditional,0,0.304,green
The Brighton Cafe,/restaurants/the-brighton-cafe/,1597 Commonwealth Ave,42.343833,-71.143305,$,"diners-coffee-shops', 'sandwiches', 'cafes-coffeehouses",1,0.748,green
The Burren,/restaurants/the-burren/,247 Elm St,42.394976,-71.121637,$$,"irish', 'bar-food",0,0.052,yellow
The Butcher Shop,/restaurants/the-butcher-shop/,552 Tremont St,42.343997,-71.071695,$$$$,"steakhouses', 'eclectic-international', 'wine-bar",0,0.298,green
The Cafe,/restaurants/the-cafe/,25 New Chardon St,42.362579,-71.062106,$,"sandwiches', 'bar-food', 'cafes-coffeehouses",1,0.764,green
The Cafe at Taj Boston,/restaurants/the-cafe-2/,15 Arlington St,42.352555,-71.071301,$$$$$,"indian', 'american-new', 'new-england",0,0.086,yellow
The Capital Grille,/restaurants/the-capital-grille-2/,900 Boylston St,42.348226,-71.084267,$$$$$,"steakhouses', 'american-traditional",0,0.038,red
The Capital Grille,/restaurants/the-capital-grille/,250 Boylston St,42.326237,-71.142633,$$$$$,"steakhouses', 'american-traditional",0,0.114,yellow
The Cheese Shop,/restaurants/the-cheese-shop/,20 Fleet St,42.364667,-71.052939,$$$,"sandwiches', 'delis', 'italian",1,0.562,green
